numero-da-portaria,data-de-publicacao,descricao-sobre-o-assunto-de-que-trata-a-portaria
968,2023-08-22 00:00:00,Dispõe sobre homologação de Estágio Probatório de Servidor do IFMG - Campus Ibirité.
969,2023-08-22 00:00:00,"Dispõe sobre Prorrogação de Afastamento para Pós-graduação Stricto-Sensu no País de Professor do Ensino Básico, Técnico e Tecnológico do IFMG - Campus Santa Luzia."
970,2023-08-23 00:00:00,"Dispõe sobre a Regulamentação da Gestão e Fiscalização de Contratos Administrativos no âmbito do Instituto Federal de Educação, Ciência e Tecnologia de Minas Gerais e Revogação da Portaria nº 723 de 21 de junho de 2017."
971,2023-08-23 00:00:00,Dispõe sobre Afastamento para Pós-graduação Stricto-Sensu no país de servidor do IFMG - Reitoria.
972,2023-08-23 00:00:00,Dispõe sobre Licença para Capacitação de servidor do IFMG – Reitoria.
973,2023-08-23 00:00:00,Dispõe sobre Interrupção de Férias do servidor do IFMG - Reitoria.
974,2023-08-24 00:00:00,Dispõe sobre a localização e vinculação do servidor do IFMG-Reitoria.
975,2023-08-24 00:00:00,"Dispõe sobre Concessão de Progressão por Mérito Profissional aos servidores Técnico-Administrativos em Educação do Instituto Federal de Educação, Ciência e Tecnologia de Minas Gerais – Reitoria."
976,2023-08-24 00:00:00,"Dispõe sobre Concessão de Progressão por Mérito Profissional aos servidores Técnico-Administrativos em Educação do Instituto Federal de Educação, Ciência e Tecnologia de Minas Gerais – Reitoria."
977,2023-08-25 00:00:00,"Dispõe sobre Concessão de Progressão por Mérito Profissional aos servidores Técnico-Administrativos em Educação do Instituto Federal de Educação, Ciência e Tecnologia de Minas Gerais – Reitoria."
978,2023-08-25 00:00:00,"Dispõe sobre Concessão de Progressão por Mérito Profissional aos servidores Técnico-Administrativos em Educação do Instituto Federal de Educação, Ciência e Tecnologia de Minas Gerais – Reitoria."
979,2023-08-25 00:00:00,"Dispõe sobre Concessão de Progressão por Mérito Profissional aos servidores Técnico-Administrativos em Educação do Instituto Federal de Educação, Ciência e Tecnologia de Minas Gerais – Reitoria."
980,2023-08-25 00:00:00,Dispõe sobre Afastamento para Participação em Ação de Desenvolvimento em Serviço de servidora do IFMG - Reitoria.
981,2023-08-25 00:00:00,Dispõe sobre Retificação da Portaria IFMG nº 972 de 23 de agosto de 2023.
982,2023-08-25 00:00:00,Dispõe sobre Retificação da Portaria nº 891 de 31 de julho de 2023.
983,2023-08-25 00:00:00,"Dispõe sobre Afastamento para Pós-graduação Stricto-Sensu no País de Professor do Ensino Básico, Técnico e Tecnológico do IFMG - Campus Betim."
984,2023-08-25 00:00:00,Dispõe sobre Licença para Capacitação de servidor do IFMG – Campus Ribeirão das Neves.
985,2023-08-28 00:00:00,Dispõe sobre Interrupção de Férias de servidora do IFMG - Reitoria.
986,2023-08-28 00:00:00,Dispõe sobre alteração da Portaria 536 de 15 de maio de 2023.
987,2023-08-28 00:00:00,Dispõe sobre retificação da Portaria IFMG nº 478 de 03 de maio de 2022.
988,2023-08-28 00:00:00,"Dispõe sobre a alteração da Portaria nº 33, de 04 de janeiro de 2019.
"
989,2023-08-29 00:00:00,Dispõe sobre Interrupção de Férias do Servidor do IFMG - Campus Avançado Arcos.
990,2023-08-29 00:00:00,"Dispõe sobre Afastamento para Pós-graduação Stricto-Sensu no País de Professor do Ensino Básico, Técnico e Tecnológico do IFMG - Campus São João Evangelista."
991,2023-08-29 00:00:00,Dispõe sobre Licença para Capacitação de servidor do IFMG – Campus Formiga.
992,2023-08-29 00:00:00,Dispõe sobre Licença para Capacitação de servidor do IFMG – Campus Avançado Arcos.
993,2023-08-29 00:00:00,Dispõe sobre Licença para Capacitação de servidor do IFMG – Campus Formiga.
994,2023-08-29 00:00:00,Dispõe sobre Afastamento para Participação em Ação de Desenvolvimento em Serviço de servidor do IFMG - Campus Avançado Ipatinga.
995,2023-08-29 00:00:00,Dispõe sobre Nomeação e Exoneração de Coordenador do Convênio entre IFMG Campus Ouro Branco e Prefeitura Municipal de Ouro Branco.
996,2023-08-29 00:00:00,"Dispõe sobre Concessão de Progressão por Mérito Profissional aos servidores Técnico-Administrativos em Educação do Instituto Federal de Educação, Ciência e Tecnologia de Minas Gerais – Reitoria."
997,2023-08-29 00:00:00,"Dispõe sobre Concessão de Progressão por Mérito Profissional aos servidores Técnico-Administrativos em Educação do Instituto Federal de Educação, Ciência e Tecnologia de Minas Gerais – Reitoria."
998,2023-08-29 00:00:00,"Dispõe sobre Concessão de Progressão por Mérito Profissional aos servidores Técnico-Administrativos em Educação do Instituto Federal de Educação, Ciência e Tecnologia de Minas Gerais – Reitoria."
1000,2023-08-30 00:00:00,Dispõe sobre Interrupção de Licença para Tratar de Interesses Particulares a servidora do IFMG - Campus Avançado Itabirito.
1001,2023-08-30 00:00:00,Dispõe sobre remoção de servidor Técnico Administrativo - IFMG Campus Governador Valadares para a Reitoria.
1002,2023-08-30 00:00:00,Dispõe sobre averbação de tempo de contribuição de servidora do IFMG - Campus Bambuí.
1003,2023-08-30 00:00:00,Dispõe sobre homologação de Estágio Probatório de Servidora do IFMG - Campus Governador Valadares.
1004,2023-08-31 00:00:00,Dispõe sobre alteração de coordenação em Acordo e Convênio firmado com o IFMG.
1005,2023-08-31 00:00:00,Dispõe sobre designação de Fiscal titular e de fiscal substituto do Contrato IFMG nº 59/2023.
1006,2023-08-31 00:00:00,"Dispõe sobre Prorrogação de Afastamento para Pós-graduação Stricto-Sensu no País de Professor do Ensino Básico, Técnico e Tecnológico do IFMG - Campus Sabará."
1007,2023-09-01 00:00:00,Dispõe sobre Torna sem efeito a Portaria IFMG nº 943 de 16 de agosto de 2023.
1008,2023-09-01 00:00:00,Dispõe sobre interrupção da Licença para Tratar de Interesses Particulares concedida a servidor do IFMG - Campus Avançado Arcos.
1009,2023-09-01 00:00:00,Dispõe sobre suspensão de licença capacitação de servidor do IFMG - Reitoria.
1010,2023-09-04 00:00:00,"Dispõe sobre Concessão de Progressão por Mérito Profissional aos servidores Técnico-Administrativos em Educação do Instituto Federal de Educação, Ciência e Tecnologia de Minas Gerais – Reitoria."
1011,2023-09-04 00:00:00,Dispõe sobre Licença para Capacitação de servidora do IFMG – Reitoria.
1012,2023-09-04 00:00:00,Dispõe sobre Licença para Capacitação de servidor do IFMG – Reitoria.
1013,2023-09-04 00:00:00,"Dispõe sobre Vacância por posse em cargo inacumulável de Servidora do Instituto Federal de Educação, Ciência e Tecnologia de Minas Gerais – Campus Congonhas."
1014,2023-09-04 00:00:00,Dispõe sobre Licença para Capacitação de servidor do IFMG – Reitoria.
1015,2023-09-04 00:00:00,"Dispõe sobre prorrogação do prazo de cumprimento de carga horária de regência de aulas semanais reduzidas por servidora do IFMG.
"
1016,2023-09-04 00:00:00,"Dispõe sobre Concessão de Progressão por Mérito Profissional aos servidores Técnico-Administrativos em Educação do Instituto Federal de Educação, Ciência e Tecnologia de Minas Gerais – Reitoria."
1017,2023-09-04 00:00:00,Dispõe sobre a publicação da relação dos participantes que fizeram jus ao Certficado de Conclusão do Ensino Médio com base nos resultados de desempenho obtidos no Encceja.
1018,2023-09-06 00:00:00,Dispõe sobre autorização de acréscimo de horas de trabalhos anuais à servidor do IFMG - Campus Formiga.
1019,2023-09-06 00:00:00,"Dispõe sobre Concessão de Progressão por Mérito Profissional aos servidores Técnico-Administrativos em Educação do Instituto Federal de Educação, Ciência e Tecnologia de Minas Gerais – Reitoria."
1020,2023-09-06 00:00:00,Dispõe sobre Interrupção de Férias do servidora do IFMG - Reitoria.
1021,2023-09-06 00:00:00,"Dispõe sobre Concessão de Progressão por Mérito Profissional aos servidores Técnico-Administrativos em Educação do Instituto Federal de Educação, Ciência e Tecnologia de Minas Gerais – Reitoria."
1022,2023-09-06 00:00:00,Dispõe sobre concessão de horário especial a servidor do Campus Congonhas.
1023,2023-09-06 00:00:00,"Dispõe sobre Concessão de Progressão Funcional por Desempenho Acadêmico de servidor Docente do Instituto Federal de Educação, Ciência e Tecnologia de Minas Gerais - Campus Ribeirão das Neves."
1024,2023-09-06 00:00:00,Dispõe sobre autorização de afastamento do país a servidora do IFMG - Campus Santa Luzia.
1025,2023-09-06 00:00:00,Dispõe sobre averbação de tempo de contribuição de servidor do IFMG - Campus Bambuí  e Revogação da Portaria 161 de 09 de fevereiro de  2017.
1026,2023-09-06 00:00:00,Dispõe sobre a designação de novo membro do Comitê de Ética em Pesquisa (CEP/IFMG) e dá outras providências.
1027,2023-09-06 00:00:00,Dispõe sobre Licença para Tratar de Interesses Particulares a servidora do IFMG - Campus Santa Luzia.
1028,2023-09-11 00:00:00,Dispõe sobre Afastamento para Pós-graduação Stricto-Sensu no país de servidor do IFMG - Reitoria.
1029,2023-09-11 00:00:00,"Dispõe sobre Vacância por posse em cargo inacumulável de Servidor do Instituto Federal de Educação, Ciência e Tecnologia de Minas Gerais – Campus Betim."
1030,2023-09-11 00:00:00,Dispõe sobre remoção por permuta de servidor docente do IFMG Campus Congonhas e Campus Santa Luzia.
1031,2023-09-11 00:00:00,Dispõe sobre Licença para Capacitação de servidora do IFMG – Campus Congonhas.
1032,2023-09-12 00:00:00,"Dispõe sobre averbação de tempo de contribuição de servidor do IFMG - Campus Governador Valadares.
"
1033,2023-09-12 00:00:00,Dispõe sobre autorização de funcionamento da jornada flexibilizada dos servidores da carreira Técnico - Administrativo em Educação (TAE) e em exercício no IFMG - Campus Avançado Ponte Nova.
1034,2023-09-12 00:00:00,"Dispõe sobre Afastamento para Pós-graduação Stricto-Sensu no País de Professor do Ensino Básico, Técnico e Tecnológico do IFMG - Campus Avançado Arcos."
1035,2023-09-12 00:00:00,Dispõe sobre a retificação da PORTARIA Nº 702 DE 23 DE JUNHO DE 2023.
1036,2023-09-12 00:00:00,Dispõe sobre Licença para Capacitação de servidor do IFMG – Reitoria.
1037,2023-09-12 00:00:00,Dispõe sobre interrupção de afastamento para Programa de Pós-Graduação de servidora do IFMG.
1038,2023-09-12 00:00:00,"Dispõe sobre Concessão de Progressão por Mérito Profissional aos servidores Técnico-Administrativos em Educação do Instituto Federal de Educação, Ciência e Tecnologia de Minas Gerais – Reitoria."
1039,2023-09-12 00:00:00,Dispõe sobre Licença para Capacitação de servidora do IFMG – Campus Ribeirão das Neves.
1040,2023-09-12 00:00:00,Dispõe sobre averbação de tempo de contribuição de servidora do IFMG - Campus São João Evangelista e Tornar sem efeito a Portaria nº 610 de 25/06/2018.
1041,2023-09-12 00:00:00,Dispõe sobre Licença para Capacitação de servidor do IFMG – Campus Governador Valadares.
1042,2023-09-12 00:00:00,Dispõe sobre Interrupção de Férias de servidor do IFMG - Reitoria.
1043,2023-09-12 00:00:00,"Dispõe sobre Concessão de Progressão por Mérito Profissional aos servidores Técnico-Administrativos em Educação do Instituto Federal de Educação, Ciência e Tecnologia de Minas Gerais – Reitoria."
1044,2023-09-12 00:00:00,"Dispõe sobre Concessão de Progressão por Mérito Profissional aos servidores Técnico-Administrativos em Educação do Instituto Federal de Educação, Ciência e Tecnologia de Minas Gerais – Reitoria."
1045,2023-09-12 00:00:00,"Dispõe sobre nomeação de Substituto para cargo de direção por período determinado, no IFMG - Reitoria."
1046,2023-09-12 00:00:00,"Dispõe sobre Concessão de Progressão por Mérito Profissional aos servidores Técnico-Administrativos em Educação do Instituto Federal de Educação, Ciência e Tecnologia de Minas Gerais – Reitoria."
1047,2023-09-12 00:00:00,Dispõe sobre Licença para Capacitação de servidora do IFMG – Campus Congonhas.
1048,2023-09-12 00:00:00,"Dispõe sobre Progressão por Capacitação Profissional a servidores Técnico-Administrativo em Educação do Instituto Federal de Educação, Ciência e Tecnologia de Minas Gerais – Reitoria."
1049,2023-09-12 00:00:00,Dispõe sobre Interrupção de Férias de servidor do IFMG - Reitoria.
1050,2023-09-13 00:00:00,"Dispõe sobre nomeação de Técnicos Administrativos em Educação para o IFMG – Campus Congonhas.
"
1051,2023-09-13 00:00:00,Dispõe sobre Licença para Capacitação de servidor do IFMG – Reitoria.
1052,2023-09-13 00:00:00,Dispõe sobre a atualização do Quadro 1 de servidores da Portaria nº 690 de 21 de junho de 2023.
1053,2023-09-13 00:00:00,Dispõe sobre a Concessão de Aposentadoria Voluntária para servidora do IFMG - Campus São João Evangelista.
1054,2023-09-13 00:00:00,Dispõe sobre a designação dos Gestores de Contratos e/ou Convênios Administrativos e seus substitutos no âmbito do IFMG e revogação da portaria 622 de 02 de junho de 2023.
1056,2023-09-14 00:00:00,"Dispõe sobre Vacância por posse em cargo inacumulável de Servidor do Instituto Federal de Educação, Ciência e Tecnologia de Minas Gerais – Campus Bambuí."
1057,2023-09-14 00:00:00,"Dispõe sobre a concessão de pensão civil, instituidor Enilton Messias Silva – IFMG Campus Ouro Preto."
1058,2023-09-14 00:00:00,"Dispõe sobre Afastamento para Pós-graduação Stricto-Sensu no País de Professor do Ensino Básico, Técnico e Tecnológico do IFMG - Campus Formiga."
1059,2023-09-14 00:00:00,Dispõe sobre Afastamento para Pós-graduação Stricto-Sensu no país de servidor do IFMG - Campus Bambui.
1060,2023-09-14 00:00:00,Dispõe sobre autorização de acréscimo de horas de trabalhos anuais à servidor do IFMG - Campus Governador Valadares.
1061,2023-09-14 00:00:00,Dispõe sobre a atualização da Portaria nº 703 de 23 de junho de 2023.
1062,2023-09-14 00:00:00,Dispõe sobre a atualização da portaria nº 689 de 21 de junho de 2023.
1063,2023-09-14 00:00:00,"Dispõe sobre Afastamento para Pós-graduação Stricto-Sensu no País de Professor do Ensino Básico, Técnico e Tecnológico do IFMG - Campus Ouro Branco."
1064,2023-09-14 00:00:00,Dispõe sobre autorização de acréscimo de horas de trabalhos anuais à servidor do IFMG - Campus Avançado de Arcos.
1065,2023-09-14 00:00:00,Dispõe sobre autorização de acréscimo de horas de trabalhos anuais à servidor do IFMG - Campus Avançado de Arcos.
1066,2023-09-15 00:00:00,Dispõe sobre autorização de acesso ao Sistema Nacional de Informações da Educação Profissional e Tecnológica (SISTEC) e Tornar sem efeito a Portaria n° 800 de 12 de julho de 2023.
1067,2023-09-15 00:00:00,Dispõe sobre autorização de docentes para cumprimento de carga horária de aulas semanais reduzida no âmbito do IFMG - Campus Ibirité. Referência: semestre letivo 2022/2.
1068,2023-09-15 00:00:00,Dispõe sobre autorização de docentes para cumprimento de carga horária de aulas semanais reduzida no âmbito do IFMG - Campus Ibirité. Referência: semestre letivo 2023/1.
1069,2023-09-15 00:00:00,Dispõe sobre autorização de docente para cumprimento de carga horária de aulas semanais reduzida no âmbito do IFMG - Campus Ibirité. Referência: semestre letivo 2022/2 e 2023/1.
