identificador,aberto-em,area,grupo-de-servico,servico,campus,status,solucionado-em
13877,01/07/2024,Tecnologia da Informação,RE-DTI-Suporte Técnico Avançado,RE-DTI-Portais Web/ Hospedagem de serviços,REITORIA,Fechado,09/07/2024
13878,01/07/2024,Sistema de Matrícula Online,Sistema de Matrícula Online,Cadastro e acesso de usuários administrativos,REITORIA,Fechado,16/07/2024
13879,01/07/2024,Tecnologia da Informação,RE-DTI-Telefonia,RE-DTI-Configuração das funções do aparelho telefônico,REITORIA,Fechado,05/07/2024
13880,01/07/2024,Tecnologia da Informação,RE-DTI-Redes e Internet,RE-DTI-E-mail – CRIAÇÃO – usuários e grupos Institucionais,REITORIA,Resolvido,15/07/2024
13881,01/07/2024,SUAP,Módulo - Pesquisa,Alteração de cadastros - módulo Pesquisa,REITORIA,Aberto,
13882,01/07/2024,Tecnologia da Informação,RE-DTI-Redes e Internet,RE-DTI Office 365 e Teams,REITORIA,Fechado,04/07/2024
13883,01/07/2024,Administrativo,Portas e janelas,03 Portão/grades,CAMPUS IBIRITÉ,Fechado,05/08/2024
13884,01/07/2024,SUAP,Módulo - Educacional,Sugestões de Melhoria: SUAP Educacional,REITORIA,Cancelado,
13885,01/07/2024,Tecnologia da Informação,OBR-COMPUTADORES,OBR-Instalação de software,CAMPUS OURO BRANCO,Fechado,02/07/2024
13886,01/07/2024,Administrativo,Elétrica,10 Troca de lâmpada,CAMPUS OURO PRETO,Aberto,
13887,01/07/2024,SUAP,Geral,Problemas com acesso,REITORIA,Fechado,02/07/2024
13888,01/07/2024,Tecnologia da Informação,RE-DTI-Redes e Internet,RE-DTI Login - Criação ou alteração de senha,REITORIA,Fechado,05/07/2024
13889,01/07/2024,Tecnologia da Informação,RE-DTI-Redes e Internet,RE-DTI-Bloqueio e desbloqueio de Websites e sistemas web,REITORIA,Em atendimento,
13890,01/07/2024,Tecnologia da Informação,RE-DTI-Sistemas SEI/SIP e outros,RE-DTI-Redmine,REITORIA,Fechado,04/07/2024
13891,01/07/2024,SUAP,Módulo - Educacional,Erros,REITORIA,Fechado,02/07/2024
13892,01/07/2024,Administrativo,Contratos,01 Processo SEI - Novo CONTRATO,REITORIA,Fechado,02/07/2024
13893,01/07/2024,Tecnologia da Informação,OBR-ABERTURA DE CHAMADOS,OBR-Chamados Ouro Branco,CAMPUS OURO BRANCO,Fechado,02/07/2024
13894,01/07/2024,Tecnologia da Informação,SL-Desktops e notebooks,SL-Manutenção de Desktop ou Notebook com defeito,CAMPUS SANTA LUZIA,Fechado,15/08/2024
13895,02/07/2024,Tecnologia da Informação,OBR-IMPRESSÃO,OBR-Cotas de Impressão,CAMPUS OURO BRANCO,Fechado,02/07/2024
13896,02/07/2024,Administrativo,Portas e janelas,02 Janela,CAMPUS OURO PRETO,Aberto,
13897,02/07/2024,Administrativo,Portas e janelas,01 Porta,CAMPUS OURO PRETO,Em atendimento,
13898,02/07/2024,Tecnologia da Informação,SAB-IMPRESSÃO,SAB- Configuração para uso da impressora,CAMPUS SABARA,Fechado,02/07/2024
13899,02/07/2024,Tecnologia da Informação,SAB-IMPRESSÃO,SAB- Configuração para uso da impressora,CAMPUS SABARA,Fechado,02/07/2024
13900,02/07/2024,SUAP,Módulo - Educacional,Extração de Dados,REITORIA,Fechado,05/07/2024
13901,02/07/2024,SUAP,Módulo - Educacional,Migração de dados para o SUAP,REITORIA,Fechado,02/07/2024
13902,02/07/2024,Tecnologia da Informação,SAB-Acesso à Rede/Internet,SAB-Sem acesso a rede,CAMPUS SABARA,Resolvido,02/07/2024
13903,02/07/2024,Tecnologia da Informação,RE-DTI-Redes e Internet,RE-DTI-E-mail – ALTERAÇÃO - senhas e grupos de e-mail,REITORIA,Fechado,04/07/2024
13904,02/07/2024,SUAP,Módulo - Pós-Graduação,Módulo Pós-graduação - Cadastros Gerais,REITORIA,Fechado,15/07/2024
13905,02/07/2024,Tecnologia da Informação,SAB-IMPRESSÃO,SAB- Configuração para uso da impressora,CAMPUS SABARA,Fechado,02/07/2024
13906,02/07/2024,SUAP,Módulo - Pós-Graduação,Módulo Pós-graduação - Cadastros Gerais,REITORIA,Aberto,
13907,02/07/2024,Tecnologia da Informação,RE-DTI-Redes e Internet,RE-DTI Login - Criação ou alteração de senha,REITORIA,Fechado,02/08/2024
13908,02/07/2024,Programa de Gestão,Programa de Gestão,Cadastro de Servidor/Estagiário - PG,REITORIA,Resolvido,08/07/2024
13909,02/07/2024,Administrativo,Elétrica,10 Troca de lâmpada,CAMPUS IBIRITÉ,Fechado,09/07/2024
13910,02/07/2024,Administrativo,Elétrica,10 Troca de lâmpada,CAMPUS OURO PRETO,Aberto,
13911,02/07/2024,Administrativo,Recomposição,99 Outras recomposições,CAMPUS AVANCADO PIUMHI,Fechado,09/07/2024
13912,02/07/2024,Administrativo,Elétrica,03 Incidente elétrico,CAMPUS OURO PRETO,Fechado,17/07/2024
13913,02/07/2024,SUAP,Módulo - Patrimônio,Dúvidas de uso do SUAP - módulo Patrimônio,REITORIA,Fechado,03/07/2024
13914,02/07/2024,Tecnologia da Informação,RE-DTI-Redes e Internet,RE-DTI-E-mail – ALTERAÇÃO - senhas e grupos de e-mail,REITORIA,Fechado,09/07/2024
13915,02/07/2024,Administrativo,Erros SISPLAN,Cadastro de itens,REITORIA,Fechado,02/07/2024
13916,02/07/2024,Tecnologia da Informação,RN - Equipamentos,RN-Substituição de periféricos,CAMPUS RIBEIRAO DAS NEVES,Fechado,19/07/2024
13917,02/07/2024,Administrativo,Elétrica,99 Outros serviços elétricos,CAMPUS IBIRITÉ,Cancelado,
13918,02/07/2024,Tecnologia da Informação,RE-DTI-Redes e Internet,RE-DTI Login - Criação ou alteração de senha,REITORIA,Fechado,09/07/2024
13919,02/07/2024,Tecnologia da Informação,GV-REDE,GV-Mudança de ponto de rede,CAMPUS GOVERNADOR VALADARES,Fechado,15/08/2024
13920,02/07/2024,Tecnologia da Informação,SAB-Acesso à Rede/Internet,SAB- Configuração de conexão / Bloqueio/Desbloqueio a site / Liberar acesso a pasta compartilhada,CAMPUS SABARA,Fechado,09/07/2024
13921,02/07/2024,Tecnologia da Informação,OBR-SISTEMAS,OBR-Eduroam,CAMPUS OURO BRANCO,Fechado,02/07/2024
13922,02/07/2024,Tecnologia da Informação,OBR-SISTEMAS,OBR-Eduroam,CAMPUS OURO BRANCO,Fechado,02/07/2024
13923,02/07/2024,SUAP,Módulo - Educacional,Extração de Dados,REITORIA,Fechado,04/07/2024
13924,02/07/2024,Tecnologia da Informação,IBI - Equipamentos,IBI - Periféricos com Defeito,CAMPUS IBIRITÉ,Fechado,03/07/2024
13925,02/07/2024,Tecnologia da Informação,RE-DTI-Suporte Técnico Avançado,RE-DTI-Office 365,REITORIA,Fechado,11/07/2024
13926,02/07/2024,Tecnologia da Informação,RE-DTI-Suporte Técnico Avançado,RE-DTI-DNS,REITORIA,Fechado,04/07/2024
13927,02/07/2024,Administrativo,Hidráulica e Hidrossanitários,99 Outros serviços de hidráulica,CAMPUS OURO PRETO,Fechado,05/07/2024
13928,02/07/2024,Tecnologia da Informação,OBR-ABERTURA DE CHAMADOS,OBR-Chamados Ouro Branco,CAMPUS OURO BRANCO,Fechado,04/07/2024
13929,02/07/2024,SUAP,Módulo - Educacional,Migração de dados para o SUAP,REITORIA,Fechado,18/07/2024
13930,02/07/2024,Administrativo,Recomposição,99 Outras recomposições,CAMPUS AVANCADO PIUMHI,Em atendimento,
13931,02/07/2024,Administrativo,Elétrica,99 Outros serviços elétricos,CAMPUS OURO BRANCO,Suspenso,
13932,02/07/2024,Tecnologia da Informação,SAB-IMPRESSÃO,SAB- Configuração para uso da impressora,CAMPUS SABARA,Fechado,02/07/2024
13933,02/07/2024,Tecnologia da Informação,SL-Impressão,SL-Troca/substituição de toner,CAMPUS SANTA LUZIA,Cancelado,
13934,02/07/2024,Administrativo,Contratos,09 Processo SEI: Repactuação Contratual,REITORIA,Fechado,09/07/2024
13935,03/07/2024,Tecnologia da Informação,OBR-COMPUTADORES,OBR-Sistema Operacional (Windows) não inicia corretamente,CAMPUS OURO BRANCO,Fechado,03/07/2024
13936,03/07/2024,Administrativo,Elétrica,10 Troca de lâmpada,CAMPUS OURO PRETO,Em atendimento,
13937,03/07/2024,Administrativo,Contratos,Dúvida: SUAP - Módulo Contratos,REITORIA,Fechado,09/07/2024
13938,03/07/2024,SUAP,Módulo - Almoxarifado,Erros no SUAP - módulo Almoxarifado,REITORIA,Fechado,03/07/2024
13939,03/07/2024,Tecnologia da Informação,GV-COMPUTADORES,GV-Sem conexão com a internet,CAMPUS GOVERNADOR VALADARES,Fechado,05/07/2024
13940,03/07/2024,Tecnologia da Informação,RE-DTI-Redes e Internet,RE-DTI-Rede WIFI e Eduroam,REITORIA,Fechado,05/07/2024
13941,03/07/2024,SUAP,Módulo - Central de Serviços,Permissões de acesso - módulo Central de Serviços,REITORIA,Fechado,11/07/2024
13942,03/07/2024,Tecnologia da Informação,RE-DTI-Redes e Internet,RE-DTI-E-mail – CRIAÇÃO – usuários e grupos Institucionais,REITORIA,Fechado,04/07/2024
13943,03/07/2024,Tecnologia da Informação,GV-SISTEMAS,GV-Conecta,CAMPUS GOVERNADOR VALADARES,Fechado,11/07/2024
13944,03/07/2024,Tecnologia da Informação,RE-DTI-Redes e Internet,RE-DTI-E-mail – CRIAÇÃO – usuários e grupos Institucionais,REITORIA,Resolvido,04/07/2024
13945,03/07/2024,SUAP,Módulo - Reserva de Salas,Permissões de acesso - módulo Reserva de Salas,REITORIA,Fechado,03/07/2024
13946,03/07/2024,Tecnologia da Informação,RE-DTI-Computadores e Periféricos,RE-DTI-Instalação/Atualização de softwares no Windows,REITORIA,Fechado,04/07/2024
13947,03/07/2024,Tecnologia da Informação,SL-Desktops e notebooks,SL-Outros,CAMPUS SANTA LUZIA,Fechado,14/08/2024
13948,03/07/2024,Tecnologia da Informação,SL-Desktops e notebooks,SL-Outros,CAMPUS SANTA LUZIA,Fechado,14/08/2024
13949,03/07/2024,Tecnologia da Informação,SL-Desktops e notebooks,SL-Outros,CAMPUS SANTA LUZIA,Fechado,14/08/2024
13950,03/07/2024,SUAP,Módulo - Educacional,Migração de dados para o SUAP,REITORIA,Fechado,24/07/2024
13951,03/07/2024,SUAP,Módulo - Extensão,Erros no SUAP - módulo Extensão,REITORIA,Fechado,03/07/2024
13952,03/07/2024,Administrativo,Elétrica,07 Manutenção em quadro elétrico,CAMPUS OURO PRETO,Aberto,
13953,03/07/2024,Tecnologia da Informação,RE-DTI-Redes e Internet,RE-DTI-E-mail – CRIAÇÃO – usuários e grupos Institucionais,REITORIA,Fechado,04/07/2024
13954,03/07/2024,Tecnologia da Informação,GV-Email,GV-Criação de e-mail Institucional,CAMPUS GOVERNADOR VALADARES,Cancelado,
13955,03/07/2024,SUAP,Módulo - Educacional,Permissões de acesso,REITORIA,Fechado,04/07/2024
13956,03/07/2024,Programa de Gestão,Programa de Gestão,Cadastro de Servidor/Estagiário - PG,REITORIA,Resolvido,05/07/2024
13957,03/07/2024,Tecnologia da Informação,RE-DTI Portal ifmg.edu.br,RE-DTI Acesso ao portal ifmg.edu.br,REITORIA,Resolvido,09/07/2024
13958,03/07/2024,Tecnologia da Informação,OBR-COMPUTADORES,OBR-Computador não liga,CAMPUS OURO BRANCO,Fechado,03/07/2024
13959,03/07/2024,Tecnologia da Informação,RE-DTI-Redes e Internet,RE-DTI Login - Criação ou alteração de senha,REITORIA,Em atendimento,08/07/2024
13960,03/07/2024,SUAP,Módulo - Extensão,Permissões de acesso - módulo Extensão,REITORIA,Fechado,03/07/2024
13961,03/07/2024,Tecnologia da Informação,RE-DTI-Redes e Internet,RE-DTI-E-mail – ALTERAÇÃO - senhas e grupos de e-mail,REITORIA,Fechado,05/08/2024
13962,03/07/2024,Tecnologia da Informação,RE-DTI-Redes e Internet,RE-DTI-E-mail – ALTERAÇÃO - senhas e grupos de e-mail,REITORIA,Fechado,04/07/2024
13963,03/07/2024,SUAP,Módulo - Administração de Pessoal,Erros no SUAP - módulo Administração de Pessoal,REITORIA,Aberto,
13964,03/07/2024,Tecnologia da Informação,RE-DTI Portal ifmg.edu.br,RE-DTI Acesso ao portal ifmg.edu.br,REITORIA,Fechado,05/07/2024
13965,04/07/2024,SUAP,Módulo - Reserva de Salas,Alteração de cadastros - módulo Reserva de Salas,REITORIA,Resolvido,29/07/2024
13966,04/07/2024,Tecnologia da Informação,SAB-COMPUTADORES E NOTEBOOKS,SAB-Instalação de software,CAMPUS SABARA,Fechado,04/07/2024
13967,04/07/2024,Tecnologia da Informação,SAB-IMPRESSÃO,SAB- Configuração para uso da impressora,CAMPUS SABARA,Fechado,04/07/2024
13968,04/07/2024,SUAP,Módulo - Extensão,Permissões de acesso - módulo Extensão,REITORIA,Fechado,11/07/2024
13969,04/07/2024,Tecnologia da Informação,SL-Desktops e notebooks,SL-Outros,CAMPUS SANTA LUZIA,Fechado,12/07/2024
13970,04/07/2024,Programa de Gestão,Programa de Gestão,Cadastro de Servidor/Estagiário - PG,REITORIA,Resolvido,08/07/2024
13971,04/07/2024,SUAP,Módulo - Educacional,Migração de dados para o SUAP,REITORIA,Resolvido,18/07/2024
13972,04/07/2024,Tecnologia da Informação,SL-Laboratórios e Biblioteca,SL-Manutenção de Desktop,CAMPUS SANTA LUZIA,Fechado,14/08/2024
13973,04/07/2024,Tecnologia da Informação,SAB-Acesso à Rede/Internet,SAB- Configuração de conexão / Bloqueio/Desbloqueio a site / Liberar acesso a pasta compartilhada,CAMPUS SABARA,Fechado,04/07/2024
13974,04/07/2024,Tecnologia da Informação,RE-DTI Portal ifmg.edu.br,RE-DTI Acesso ao portal ifmg.edu.br,REITORIA,Fechado,11/07/2024
13975,04/07/2024,Tecnologia da Informação,SAB-COMPUTADORES E NOTEBOOKS,SAB-Computador lento,CAMPUS SABARA,Fechado,08/07/2024
13976,04/07/2024,SUAP,Módulo - Educacional,Migração de dados para o SUAP,REITORIA,Fechado,18/07/2024
13977,04/07/2024,SUAP,Módulo - Educacional,Migração de dados para o SUAP,REITORIA,Em atendimento,
13978,04/07/2024,Sistema de Matrícula Online,Sistema de Matrícula Online,Cadastro e acesso de usuários administrativos,REITORIA,Fechado,25/07/2024
13979,04/07/2024,Tecnologia da Informação,OBR-LABORATÓRIOS DE INFORMÁTICA,OBR-Sem conexão com a rede / Rede Lenta,CAMPUS OURO BRANCO,Fechado,05/07/2024
13980,04/07/2024,Tecnologia da Informação,IBI - Equipamentos,IBI - Impressoras,CAMPUS IBIRITÉ,Fechado,22/07/2024
13981,04/07/2024,SUAP,Módulo - Educacional,Migração de dados para o SUAP,REITORIA,Fechado,11/07/2024
13982,04/07/2024,Tecnologia da Informação,SL-Desktops e notebooks,"SL-Instalação e configuração software Livre/freewere (Chrome, firefox, Java, leitor e conversor de PDF, etc)",CAMPUS SANTA LUZIA,Fechado,15/08/2024
13983,04/07/2024,Tecnologia da Informação,RE-DTI-Suporte Técnico Avançado,"RT-Webconferencia, Certificados SSL outros recursos RNP",REITORIA,Fechado,05/07/2024
13984,04/07/2024,Administrativo,Recomposição,99 Outras recomposições,CAMPUS AVANCADO PIUMHI,Fechado,11/07/2024
13985,04/07/2024,Administrativo,Recomposição,99 Outras recomposições,CAMPUS AVANCADO PIUMHI,Fechado,09/07/2024
13986,05/07/2024,Tecnologia da Informação,IBI - Email,IBI - Criar e-mail Institucional,CAMPUS IBIRITÉ,Fechado,08/07/2024
13987,05/07/2024,SUAP,Módulo - Encceja,Permissões de acesso - Módulo Encceja,REITORIA,Fechado,13/08/2024
13988,05/07/2024,Tecnologia da Informação,OBR-EAD,OBR-Moodle,CAMPUS OURO BRANCO,Fechado,09/07/2024
13989,05/07/2024,Tecnologia da Informação,IBI - Equipamentos,IBI - REDE,CAMPUS IBIRITÉ,Cancelado,
13990,05/07/2024,Tecnologia da Informação,RE-DTI-Redes e Internet,RE-DTI-E-mail – CRIAÇÃO – usuários e grupos Institucionais,REITORIA,Fechado,05/07/2024
13991,05/07/2024,Tecnologia da Informação,RE-DTI-Redes e Internet,RE-DTI-E-mail – CRIAÇÃO – usuários e grupos Institucionais,REITORIA,Fechado,09/07/2024
13992,05/07/2024,Tecnologia da Informação,SAB-IMPRESSÃO,SAB- Configuração para uso da impressora,CAMPUS SABARA,Suspenso,
13993,05/07/2024,Tecnologia da Informação,RE-DTI-Redes e Internet,RE-DTI-E-mail – CRIAÇÃO – usuários e grupos Institucionais,REITORIA,Fechado,08/07/2024
13994,05/07/2024,SUAP,Módulo - Educacional,Reportar erros no SUAP,CAMPUS AVANCADO ARCOS,Cancelado,
13995,05/07/2024,SUAP,Módulo - Educacional,Erros,REITORIA,Fechado,22/07/2024
13996,05/07/2024,SUAP,Módulo – Estágios,Dúvidas de uso do SUAP – módulo Estágios,REITORIA,Fechado,15/07/2024
13997,05/07/2024,Tecnologia da Informação,RE-DTI-Redes e Internet,RE-DTI-E-mail – CRIAÇÃO – usuários e grupos Institucionais,REITORIA,Fechado,05/07/2024
13998,05/07/2024,Tecnologia da Informação,RE-DTI-Redes e Internet,RE-DTI-E-mail – CRIAÇÃO – usuários e grupos Institucionais,REITORIA,Fechado,05/07/2024
13999,05/07/2024,Tecnologia da Informação,SL-Desktops e notebooks,SL-Outros,CAMPUS SANTA LUZIA,Fechado,14/08/2024
14000,05/07/2024,Tecnologia da Informação,RE-DTI Portal ifmg.edu.br,RE-DTI Acesso ao portal ifmg.edu.br,REITORIA,Fechado,09/07/2024
14001,05/07/2024,Administrativo,Portas e janelas,01 Porta,CAMPUS OURO PRETO,Aberto,
14002,05/07/2024,Tecnologia da Informação,OBR-COMPUTADORES,OBR-Sistema Operacional (Windows) não inicia corretamente,CAMPUS OURO BRANCO,Fechado,17/07/2024
14003,05/07/2024,Administrativo,Portas e janelas,04 Fechadura,CAMPUS OURO PRETO,Fechado,17/07/2024
14004,05/07/2024,Tecnologia da Informação,OBR-EAD,OBR-Moodle,CAMPUS OURO BRANCO,Fechado,12/07/2024
14005,05/07/2024,Tecnologia da Informação,IBI - Equipamentos,IBI - Instação de Softwares,CAMPUS IBIRITÉ,Resolvido,10/07/2024
14006,05/07/2024,Tecnologia da Informação,OBR-COMPUTADORES,OBR-Instalação de estação de trabalho,CAMPUS OURO BRANCO,Suspenso,
14007,05/07/2024,Tecnologia da Informação,RE-DTI-Suporte Técnico Avançado,RE-DTI Ponto Suap - Cadastros,REITORIA,Fechado,11/07/2024
14008,07/07/2024,Tecnologia da Informação,SAB-COMPUTADORES E NOTEBOOKS,SAB-Computador não liga ou não inicia corretamente,CAMPUS SABARA,Fechado,08/07/2024
14009,08/07/2024,Tecnologia da Informação,RE-DTI-Sistemas SEI/SIP e outros,RE-DTI-Suporte Recepta,REITORIA,Fechado,08/07/2024
14010,08/07/2024,Tecnologia da Informação,RE-DTI-Redes e Internet,RE-DTI-E-mail - Configuração avançada de e-mail,REITORIA,Fechado,08/07/2024
14011,08/07/2024,Tecnologia da Informação,OBR-COMPUTADORES,OBR-Configuração de software,CAMPUS OURO BRANCO,Fechado,08/07/2024
14012,08/07/2024,Administrativo,Recomposição,99 Outras recomposições,CAMPUS OURO BRANCO,Fechado,16/07/2024
14013,08/07/2024,Tecnologia da Informação,RE-DTI-Sistemas SEI/SIP e outros,RE-DTI-Suporte Recepta,REITORIA,Fechado,08/07/2024
14014,08/07/2024,SUAP,Módulo - Pesquisa,Permissões de acesso - módulo Pesquisa,REITORIA,Fechado,30/07/2024
14015,08/07/2024,Administrativo,Recomposição,99 Outras recomposições,CAMPUS IBIRITÉ,Fechado,09/07/2024
14016,08/07/2024,Tecnologia da Informação,RE-DTI-Suporte Técnico Avançado,RE-DTI Ponto Suap - Cadastros,REITORIA,Fechado,09/07/2024
14017,08/07/2024,Tecnologia da Informação,IBI - Equipamentos,IBI - Computador Inoperante,CAMPUS IBIRITÉ,Fechado,17/07/2024
14018,08/07/2024,Tecnologia da Informação,SAB-COMPUTADORES E NOTEBOOKS,SAB-Computador lento,CAMPUS SABARA,Fechado,09/07/2024
14019,08/07/2024,Tecnologia da Informação,OBR-EAD,OBR-Moodle,CAMPUS OURO BRANCO,Fechado,08/07/2024
14020,08/07/2024,Tecnologia da Informação,RE-DTI-Telefonia,RE-DTI-Alteração ou ativação de ponto de ramal,REITORIA,Fechado,08/07/2024
14021,08/07/2024,SUAP,Módulo - Educacional,Migração de dados para o SUAP,REITORIA,Fechado,10/07/2024
14022,08/07/2024,Gestão de Pessoas,Registro Eletrônico de Frequência - REF,Compesação de carga horária,REITORIA,Aberto,
14023,08/07/2024,SUAP,Módulo - Educacional,Migração de dados para o SUAP,REITORIA,Fechado,24/07/2024
14024,08/07/2024,Tecnologia da Informação,RE-DTI-Redes e Internet,RE-DTI-E-mail – CRIAÇÃO – usuários e grupos Institucionais,REITORIA,Fechado,12/07/2024
14025,08/07/2024,SUAP,Módulo - Educacional,Reportar erros no SUAP,CAMPUS IBIRITÉ,Cancelado,
14026,08/07/2024,Administrativo,Contratos,01 Processo SEI - Novo CONTRATO,REITORIA,Resolvido,09/07/2024
14027,08/07/2024,Tecnologia da Informação,OBR-SISTEMAS,OBR-DNS,CAMPUS OURO BRANCO,Fechado,09/07/2024
14028,08/07/2024,Tecnologia da Informação,RE-DTI-Redes e Internet,"RE-DTI-Suporte ao serviços do GOOGLE (Drive,Meet,etc)",REITORIA,Resolvido,09/07/2024
14029,08/07/2024,SUAP,Módulo - Pesquisa,Erros no SUAP - módulo Pesquisa,REITORIA,Aberto,
14030,08/07/2024,Tecnologia da Informação,RE-DTI-Redes e Internet,RE-DTI-E-mail - Configuração avançada de e-mail,REITORIA,Fechado,09/07/2024
14031,08/07/2024,Tecnologia da Informação,RE-DTI-Suporte Técnico Avançado,RE-DTI-Portais Web/ Hospedagem de serviços,REITORIA,Fechado,15/07/2024
14032,09/07/2024,Tecnologia da Informação,RE-DTI-Computadores e Periféricos,RE-DTI-Suporte a Certificado Digital e TOKENS,REITORIA,Fechado,09/07/2024
14033,09/07/2024,Administrativo,Elétrica,99 Outros serviços elétricos,CAMPUS OURO PRETO,Aberto,
14034,09/07/2024,Tecnologia da Informação,OBR-ABERTURA DE CHAMADOS,OBR-Chamados Ouro Branco,CAMPUS OURO BRANCO,Fechado,02/08/2024
14035,09/07/2024,Administrativo,Elétrica,99 Outros serviços elétricos,CAMPUS OURO PRETO,Aberto,
14036,09/07/2024,SUAP,Módulo - Educacional,Erros,REITORIA,Fechado,12/07/2024
